id;semt_bucak_belde;ilce_id
1089;KARACAİLYAS;23
1090;KARACAKILAVUZ;841
1091;KARACAOĞLAN;967
1092;KARACASU;502
1093;KARACASU;635
1094;KARAÇAM;791
1095;KARAÇOBAN;503
1096;KARADENİZEREĞLİ;324
1097;KARADÜZ;481
1098;KARAGÜMRÜK;345
1099;KARAHALLI;504
1100;KARAHASAN;608
1101;KARAİSALI;505
1102;KARAKAPI;56
1103;KARAKAVAK;956
1104;KARAKEÇİLİ;506
1105;KARAKEÇİLİ;639
1106;KARAKOÇAN;507
1107;KARAKOYUNLU;508
1108;KARAKÖPRÜ;509
1109;KARAKÖY;856
1110;KARAKURT;552
1111;KARAMAN;7
1112;KARAMANLI;510
1113;KARAMANLI;635
1114;KARAMÜRSEL;511
1115;KARAOĞLANLI;856
1116;KARAÖREN;711
1117;KARAPINAR;3
1118;KARAPINAR;512
1119;KARAPÜRÇEK;513
1120;KARASU;514
1121;KARATAŞ;201
1122;KARATAŞ;515
1123;KARATAŞ;846
1124;KARATAY;516
1125;KARAYAKA;319
1126;KARAYAZI;517
1127;KARAYUSUFLU;806
1128;KARESİ;518
1129;KARGI;519
1130;KARKAMIŞ;520
1131;KARLIOVA;521
1132;KARPUZLU;522
1133;KARS;647
1134;KARŞIYAKA;523
1135;KARŞIYAKA;659
1136;KARŞIYAKA;734
1137;KARŞIYAKA;855
1138;KARŞIYAKA;945
1139;KARŞIYAKA;967
1140;KARTAL;524
1141;KARTALTEPE;110
1142;KASIMPAŞA;146
1143;KAŞ;526
1144;KAVAK;527
1145;KAVAK;653
1146;KAVAKLI;810
1147;KAVAKLI;868
1148;KAVAKLIDERE;43
1149;KAVAKLIDERE;201
1150;KAVAKLIDERE;528
1151;KAYABAŞI;674
1152;KAYACA;613
1153;KAYACIK;387
1154;KAYAPA;477
1155;KAYAPINAR;529
1156;KAYAŞ;611
1157;KAYIKÇI;838
1158;KAYIŞDAĞI;85
1159;KAYMAKLI;653
1160;KAYNAKLAR;171
1161;KAYNARCA;530
1162;KAYNAŞLI;531
1163;KAZAN;489
1164;KAZANCI;329
1165;KAZIM KARABEKİR;562
1166;KAZIM KARABEKİR;620
1167;KAZIMDİRİK;160
1168;KAZIMKARABEKİR;532
1169;KAZIMKARABEKİR;629
1170;KAZIMKARABEKİR;917
1171;KAZIMKARABEKİR;967
1172;KEBAN;533
1173;KEÇİBORLU;534
1174;KEÇİKALESİ;56
1175;KELES;536
1176;KELKİT;537
1177;KEMAH;538
1178;KEMALİYE;43
1179;KEMALİYE;539
1180;KEMALPAŞA;448
1181;KEMALPAŞA;540
1182;KEMANKEŞ;146
1183;KEMER;541
1184;KEMER;542
1185;KEMERALTI;565
1186;KEMERBURGAZ;342
1187;KEPECİ;646
1188;KEPEZ;637
1189;KEPSUT;544
1190;KERESTECİLER;967
1191;KESKİN;545
1192;KESTEL;546
1193;KEŞAN;547
1194;KEŞAP;548
1195;KIBRISCIK;549
1196;KILIÇASLAN;620
1197;KINALIADA;6
1198;KINIK;526
1199;KINIK;550
1200;KINIKLI;734
1201;KIRAÇ;333
1202;KIRCASALİH;916
1203;KIRIKHAN;551
1204;KIRKAĞAÇ;552
1205;KIRKLARELİ;649
1206;KISIK;621
1207;KIŞLASARAY;61
1208;KIZILCAHAMAM;553
1209;KIZILIRMAK;554
1210;KIZILKAYA;172
1211;KIZILMURAT;868
1212;KIZILÖREN;555
1213;KIZILTEPE;556
1214;KIZILTOPRAK;691
1215;KİBAR;499
1216;KİĞI;557
1217;KİLİMLİ;558
1218;KİLİS;675
1219;KİLLİK;43
1220;KİRAZ;559
1221;KİRAZLITEPE;920
1222;KOCAALİ;560
1223;KOCAALİLER;172
1224;KOCAKÖY;561
1225;KOCAMUSTAFAPAŞA;345
1226;KOÇARLI;563
1227;KOFÇAZ;564
1228;KOLDERE;789
1229;KONAK;565
1230;KONAK;703
1231;KONAK;846
1232;KONAKPINAR;47
1233;KONURALP;677
1234;KORGAN;567
1235;KORGUN;568
1236;KORKUT;569
1237;KORKUTELİ;570
1238;KORUCU;477
1239;KOŞUYOLU;483
1240;KOVANCILAR;571
1241;KOVANLIK;174
1242;KOYULHİSAR;572
1243;KOZAKLI;573
1244;KOZAN;574
1245;KOZCAĞIZ;670
1246;KOZLU;575
1247;KOZLUK;576
1248;KOZYATAĞI;483
1249;KÖMÜR;627
1250;KÖPRÜBAŞI;577
1251;KÖPRÜBAŞI;578
1252;KÖPRÜKÖY;579
1253;KÖRHAT;105
1254;KÖSE;581
1255;KÖSEFAKILI;20
1256;KÖSEKÖY;525
1257;KÖSRELİ;182
1258;KÖŞK;582
1259;KÖYCEĞİZ;583
1260;KÖYLER;810
1261;KULA;584
1262;KULLAR;121
1263;KULP;585
1264;KULU;586
1265;KULUNCAK;587
1266;KUMBAĞ;841
1267;KUMBURGAZ;179
1268;KUMKAPI;345
1269;KUMKUYUCAK;789
1270;KUMLU;588
1271;KUMLUCA;589
1272;KUMLUCA;913
1273;KUMRU;590
1274;KURNA;746
1275;KURŞUNLU;591
1276;KURTALAN;592
1277;KURTULUŞ;304
1278;KURTULUŞ;708
1279;KURUCAŞİLE;593
1280;KURUÇAY;33
1281;KURUKÖPRÜ;806
1282;KURUPELİT;84
1283;KUŞADASI;594
1284;KUŞÇULAR;914
1285;KUTLUBEY;646
1286;KUTLUKENT;877
1287;KUYUCAK;595
1288;KUYUCAK;627
1289;KUZEY;856
1290;KUZEYKENT;648
1291;KUZGUNCUK;920
1292;KÜÇÜKBAKKALKÖY;85
1293;KÜÇÜKÇEKMECE;596
1294;KÜÇÜKDİKİLİ;806
1295;KÜÇÜKKÖY;98
1296;KÜÇÜKKÖY;355
1297;KÜÇÜKKUYU;96
1298;KÜÇÜKYALI;565
1299;KÜÇÜKYALI;610
1300;KÜLTÜR;668
1301;KÜMBET;658
1302;KÜPLÜ;626
1303;KÜPLÜPINAR;724
1304;KÜRE;597
1305;KÜRTÜN;598
1306;KÜSGET;855
1307;LAÇİN;599
1308;LADİK;600
1309;LALAHAN;611
1310;LALAPAŞA;601
1311;LALEBAHÇE;625
1312;LALELİ;964
1313;LAPSEKİ;602
1314;LARA;691
1315;LEVAZIM;139
1316;LEVENT;139
1317;LİCE;603
1318;LİMAN;461
1319;LİMAN;566
1320;LÜLEBURGAZ;604
1325;MADENLİ;40
1326;MAHFESIĞMAZ;246
1327;MAHMUDİYE;607
1331;MAHMUTPAŞA;345
1333;MALAZGİRT;608
1343;MARMARAEREĞLİSİ;615
1344;MARMARİS;616
1346;MAŞUKİYE;525
1347;MAVİ BULVAR YURT;806
1348;MAVİKENT;589
1349;MAZGİRT;617
1350;MAZIDAĞI;618
1351;MECİDİYE;547
1352;MECİDİYEKÖY;864
1353;MECİTÖZÜ;619
1354;MEHMETAKİF;828
1355;MEHTERÇEŞME;333
1360;MENTEŞE;624
1362;MERDİVENKÖY;483
1363;MERİÇ;626
1365;MERKEZ KÖYLER;383
1366;MERKEZ KÖYLER;627
1367;MERKEZKÖYLER;2
1368;MERKEZKÖYLER;3
1369;MERKEZKÖYLER;5
1370;MERKEZKÖYLER;8
1371;MERKEZKÖYLER;10
1372;MERKEZKÖYLER;11
1373;MERKEZKÖYLER;12
1374;MERKEZKÖYLER;13
1375;MERKEZKÖYLER;15
1376;MERKEZKÖYLER;20
1377;MERKEZKÖYLER;21
1378;MERKEZKÖYLER;22
1379;MERKEZKÖYLER;24
1380;MERKEZKÖYLER;25
1381;MERKEZKÖYLER;29
1382;MERKEZKÖYLER;32
1383;MERKEZKÖYLER;34
1384;MERKEZKÖYLER;37
1385;MERKEZKÖYLER;38
1386;MERKEZKÖYLER;42
1387;MERKEZKÖYLER;45
1388;MERKEZKÖYLER;51
1389;MERKEZKÖYLER;53
1390;MERKEZKÖYLER;54
1391;MERKEZKÖYLER;55
1392;MERKEZKÖYLER;56
1393;MERKEZKÖYLER;57
1394;MERKEZKÖYLER;58
1395;MERKEZKÖYLER;63
1396;MERKEZKÖYLER;65
1397;MERKEZKÖYLER;67
1398;MERKEZKÖYLER;68
1399;MERKEZKÖYLER;70
1400;MERKEZKÖYLER;71
1401;MERKEZKÖYLER;73
1402;MERKEZKÖYLER;75
1403;MERKEZKÖYLER;78
1404;MERKEZKÖYLER;81
1405;MERKEZKÖYLER;83
1406;MERKEZKÖYLER;86
1407;MERKEZKÖYLER;87
1408;MERKEZKÖYLER;89
1409;MERKEZKÖYLER;93
1410;MERKEZKÖYLER;94
1411;MERKEZKÖYLER;95
1412;MERKEZKÖYLER;96
1413;MERKEZKÖYLER;99
1414;MERKEZKÖYLER;102
1415;MERKEZKÖYLER;106
1416;MERKEZKÖYLER;109
1417;MERKEZKÖYLER;114
1418;MERKEZKÖYLER;116
1419;MERKEZKÖYLER;118
1420;MERKEZKÖYLER;120
1421;MERKEZKÖYLER;123
1422;MERKEZKÖYLER;124
1423;MERKEZKÖYLER;126
1424;MERKEZKÖYLER;127
1425;MERKEZKÖYLER;129
1426;MERKEZKÖYLER;131
1427;MERKEZKÖYLER;132
1428;MERKEZKÖYLER;137
1429;MERKEZKÖYLER;140
1430;MERKEZKÖYLER;149
1431;MERKEZKÖYLER;150
1432;MERKEZKÖYLER;155
1433;MERKEZKÖYLER;156
1434;MERKEZKÖYLER;157
1435;MERKEZKÖYLER;158
1436;MERKEZKÖYLER;159
1437;MERKEZKÖYLER;161
1438;MERKEZKÖYLER;166
1439;MERKEZKÖYLER;168
1440;MERKEZKÖYLER;169
1441;MERKEZKÖYLER;172
1442;MERKEZKÖYLER;174
1443;MERKEZKÖYLER;175
1444;MERKEZKÖYLER;184
1445;MERKEZKÖYLER;186
1446;MERKEZKÖYLER;187
1447;MERKEZKÖYLER;191
1448;MERKEZKÖYLER;195
1449;MERKEZKÖYLER;197
1450;MERKEZKÖYLER;198
1451;MERKEZKÖYLER;200
1452;MERKEZKÖYLER;209
1453;MERKEZKÖYLER;210
1454;MERKEZKÖYLER;211
1455;MERKEZKÖYLER;212
1456;MERKEZKÖYLER;214
1457;MERKEZKÖYLER;215
1458;MERKEZKÖYLER;216
1459;MERKEZKÖYLER;217
1460;MERKEZKÖYLER;220
1461;MERKEZKÖYLER;222
1462;MERKEZKÖYLER;223
1463;MERKEZKÖYLER;225
1464;MERKEZKÖYLER;226
1465;MERKEZKÖYLER;227
1466;MERKEZKÖYLER;231
1467;MERKEZKÖYLER;233
1468;MERKEZKÖYLER;234
1469;MERKEZKÖYLER;236
1470;MERKEZKÖYLER;237
1471;MERKEZKÖYLER;239
1472;MERKEZKÖYLER;242
1473;MERKEZKÖYLER;245
1474;MERKEZKÖYLER;249
1475;MERKEZKÖYLER;251
1476;MERKEZKÖYLER;256
1477;MERKEZKÖYLER;258
1478;MERKEZKÖYLER;260
1479;MERKEZKÖYLER;261
1480;MERKEZKÖYLER;265
1481;MERKEZKÖYLER;266
1482;MERKEZKÖYLER;269
1483;MERKEZKÖYLER;272
1484;MERKEZKÖYLER;273
1485;MERKEZKÖYLER;276
1486;MERKEZKÖYLER;278
1487;MERKEZKÖYLER;280
1488;MERKEZKÖYLER;281
1489;MERKEZKÖYLER;282
1490;MERKEZKÖYLER;283
1491;MERKEZKÖYLER;285
1492;MERKEZKÖYLER;286
1493;MERKEZKÖYLER;289
1494;MERKEZKÖYLER;290
1495;MERKEZKÖYLER;291
1496;MERKEZKÖYLER;292
1497;MERKEZKÖYLER;296
1498;MERKEZKÖYLER;297
1499;MERKEZKÖYLER;299
1500;MERKEZKÖYLER;301
1501;MERKEZKÖYLER;305
1502;MERKEZKÖYLER;307
1503;MERKEZKÖYLER;309
1504;MERKEZKÖYLER;311
1505;MERKEZKÖYLER;312
1506;MERKEZKÖYLER;315
1507;MERKEZKÖYLER;316
1508;MERKEZKÖYLER;318
1509;MERKEZKÖYLER;319
1510;MERKEZKÖYLER;324
1511;MERKEZKÖYLER;326
1512;MERKEZKÖYLER;329
1513;MERKEZKÖYLER;330
1514;MERKEZKÖYLER;334
1515;MERKEZKÖYLER;335
1516;MERKEZKÖYLER;336
1517;MERKEZKÖYLER;337
1518;MERKEZKÖYLER;339
1519;MERKEZKÖYLER;341
1520;MERKEZKÖYLER;344
1521;MERKEZKÖYLER;351
1522;MERKEZKÖYLER;358
1523;MERKEZKÖYLER;359
1524;MERKEZKÖYLER;360
1525;MERKEZKÖYLER;361
1526;MERKEZKÖYLER;363
1527;MERKEZKÖYLER;364
1528;MERKEZKÖYLER;365
1529;MERKEZKÖYLER;366
1530;MERKEZKÖYLER;368
1531;MERKEZKÖYLER;371
1532;MERKEZKÖYLER;372
1533;MERKEZKÖYLER;374
1534;MERKEZKÖYLER;377
1535;MERKEZKÖYLER;378
1536;MERKEZKÖYLER;381
1537;MERKEZKÖYLER;382
1538;MERKEZKÖYLER;386
1539;MERKEZKÖYLER;388
1540;MERKEZKÖYLER;389
1541;MERKEZKÖYLER;390
1542;MERKEZKÖYLER;391
1543;MERKEZKÖYLER;392
1544;MERKEZKÖYLER;394
1545;MERKEZKÖYLER;396
1546;MERKEZKÖYLER;398
1547;MERKEZKÖYLER;399
1548;MERKEZKÖYLER;403
1549;MERKEZKÖYLER;407
1550;MERKEZKÖYLER;410
1551;MERKEZKÖYLER;412
1552;MERKEZKÖYLER;413
1553;MERKEZKÖYLER;416
1554;MERKEZKÖYLER;420
1555;MERKEZKÖYLER;421
1556;MERKEZKÖYLER;423
1557;MERKEZKÖYLER;425
1558;MERKEZKÖYLER;428
1559;MERKEZKÖYLER;429
1560;MERKEZKÖYLER;430
1561;MERKEZKÖYLER;433
1562;MERKEZKÖYLER;440
1563;MERKEZKÖYLER;444
1564;MERKEZKÖYLER;445
1565;MERKEZKÖYLER;446
1566;MERKEZKÖYLER;448
1567;MERKEZKÖYLER;450
1568;MERKEZKÖYLER;452
1569;MERKEZKÖYLER;455
1570;MERKEZKÖYLER;456
1571;MERKEZKÖYLER;457
1572;MERKEZKÖYLER;459
1573;MERKEZKÖYLER;460
1574;MERKEZKÖYLER;463
1575;MERKEZKÖYLER;466
1576;MERKEZKÖYLER;468
1577;MERKEZKÖYLER;471
1578;MERKEZKÖYLER;472
1579;MERKEZKÖYLER;474
1580;MERKEZKÖYLER;478
1581;MERKEZKÖYLER;484
1582;MERKEZKÖYLER;485
1583;MERKEZKÖYLER;486
1584;MERKEZKÖYLER;488
1585;MERKEZKÖYLER;490
1586;MERKEZKÖYLER;494
1587;MERKEZKÖYLER;495
1588;MERKEZKÖYLER;497
1589;MERKEZKÖYLER;504
1590;MERKEZKÖYLER;506
1591;MERKEZKÖYLER;507
1592;MERKEZKÖYLER;508
1593;MERKEZKÖYLER;510
1594;MERKEZKÖYLER;519
1595;MERKEZKÖYLER;521
1596;MERKEZKÖYLER;531
1597;MERKEZKÖYLER;532
1598;MERKEZKÖYLER;533
1599;MERKEZKÖYLER;534
1600;MERKEZKÖYLER;537
1601;MERKEZKÖYLER;538
1602;MERKEZKÖYLER;539
1603;MERKEZKÖYLER;542
1604;MERKEZKÖYLER;545
1605;MERKEZKÖYLER;547
1606;MERKEZKÖYLER;548
1607;MERKEZKÖYLER;549
1608;MERKEZKÖYLER;554
1609;MERKEZKÖYLER;555
1610;MERKEZKÖYLER;557
1611;MERKEZKÖYLER;558
1612;MERKEZKÖYLER;564
1613;MERKEZKÖYLER;568
1614;MERKEZKÖYLER;569
1615;MERKEZKÖYLER;571
1616;MERKEZKÖYLER;572
1617;MERKEZKÖYLER;573
1618;MERKEZKÖYLER;575
1619;MERKEZKÖYLER;576
1620;MERKEZKÖYLER;581
1621;MERKEZKÖYLER;591
1622;MERKEZKÖYLER;592
1623;MERKEZKÖYLER;593
1624;MERKEZKÖYLER;597
1625;MERKEZKÖYLER;598
1626;MERKEZKÖYLER;599
1627;MERKEZKÖYLER;601
1628;MERKEZKÖYLER;602
1629;MERKEZKÖYLER;604
1630;MERKEZKÖYLER;606
1631;MERKEZKÖYLER;608
1632;MERKEZKÖYLER;617
1633;MERKEZKÖYLER;619
1634;MERKEZKÖYLER;623
1635;MERKEZKÖYLER;626
1636;MERKEZKÖYLER;628
1637;MERKEZKÖYLER;629
1638;MERKEZKÖYLER;630
1639;MERKEZKÖYLER;631
1640;MERKEZKÖYLER;632
1641;MERKEZKÖYLER;633
1642;MERKEZKÖYLER;634
1643;MERKEZKÖYLER;635
1644;MERKEZKÖYLER;636
1645;MERKEZKÖYLER;637
1646;MERKEZKÖYLER;638
1647;MERKEZKÖYLER;639
1648;MERKEZKÖYLER;640
1649;MERKEZKÖYLER;641
1650;MERKEZKÖYLER;642
1651;MERKEZKÖYLER;643
1652;MERKEZKÖYLER;644
1653;MERKEZKÖYLER;645
1654;MERKEZKÖYLER;646
1655;MERKEZKÖYLER;647
1656;MERKEZKÖYLER;648
1657;MERKEZKÖYLER;649
1658;MERKEZKÖYLER;650
1659;MERKEZKÖYLER;651
1660;MERKEZKÖYLER;652
1661;MERKEZKÖYLER;653
1662;MERKEZKÖYLER;654
1663;MERKEZKÖYLER;655
1664;MERKEZKÖYLER;656
1665;MERKEZKÖYLER;657
1666;MERKEZKÖYLER;659
1667;MERKEZKÖYLER;660
1668;MERKEZKÖYLER;661
1669;MERKEZKÖYLER;662
1670;MERKEZKÖYLER;663
1671;MERKEZKÖYLER;664
1672;MERKEZKÖYLER;665
1673;MERKEZKÖYLER;666
1674;MERKEZKÖYLER;667
1675;MERKEZKÖYLER;668
1676;MERKEZKÖYLER;669
1677;MERKEZKÖYLER;670
1678;MERKEZKÖYLER;671
1679;MERKEZKÖYLER;672
1680;MERKEZKÖYLER;673
1681;MERKEZKÖYLER;674
1682;MERKEZKÖYLER;675
1683;MERKEZKÖYLER;676
1684;MERKEZKÖYLER;679
1685;MERKEZKÖYLER;686
1686;MERKEZKÖYLER;688
1687;MERKEZKÖYLER;692
1688;MERKEZKÖYLER;693
1689;MERKEZKÖYLER;696
1690;MERKEZKÖYLER;700
1691;MERKEZKÖYLER;702
1692;MERKEZKÖYLER;711
1693;MERKEZKÖYLER;717
1694;MERKEZKÖYLER;720
1695;MERKEZKÖYLER;721
1696;MERKEZKÖYLER;722
1697;MERKEZKÖYLER;723
1698;MERKEZKÖYLER;725
1699;MERKEZKÖYLER;726
1700;MERKEZKÖYLER;727
1701;MERKEZKÖYLER;733
1702;MERKEZKÖYLER;737
1703;MERKEZKÖYLER;739
1704;MERKEZKÖYLER;740
1705;MERKEZKÖYLER;742
1706;MERKEZKÖYLER;743
1707;MERKEZKÖYLER;745
1708;MERKEZKÖYLER;748
1709;MERKEZKÖYLER;749
1710;MERKEZKÖYLER;750
1711;MERKEZKÖYLER;752
1712;MERKEZKÖYLER;753
1713;MERKEZKÖYLER;754
1714;MERKEZKÖYLER;756
1715;MERKEZKÖYLER;759
1716;MERKEZKÖYLER;761
1717;MERKEZKÖYLER;762
1718;MERKEZKÖYLER;764
1719;MERKEZKÖYLER;769
1720;MERKEZKÖYLER;771
1721;MERKEZKÖYLER;775
1722;MERKEZKÖYLER;776
1723;MERKEZKÖYLER;782
1724;MERKEZKÖYLER;783
1725;MERKEZKÖYLER;785
1726;MERKEZKÖYLER;786
1727;MERKEZKÖYLER;790
1728;MERKEZKÖYLER;793
1729;MERKEZKÖYLER;798
1730;MERKEZKÖYLER;799
1731;MERKEZKÖYLER;804
1732;MERKEZKÖYLER;811
1733;MERKEZKÖYLER;813
1734;MERKEZKÖYLER;814
1735;MERKEZKÖYLER;816
1736;MERKEZKÖYLER;817
1737;MERKEZKÖYLER;819
1738;MERKEZKÖYLER;821
1739;MERKEZKÖYLER;823
1740;MERKEZKÖYLER;824
1741;MERKEZKÖYLER;827
1742;MERKEZKÖYLER;829
1743;MERKEZKÖYLER;832
1744;MERKEZKÖYLER;833
1745;MERKEZKÖYLER;834
1746;MERKEZKÖYLER;835
1747;MERKEZKÖYLER;839
1748;MERKEZKÖYLER;840
1749;MERKEZKÖYLER;842
1750;MERKEZKÖYLER;844
1751;MERKEZKÖYLER;845
1752;MERKEZKÖYLER;848
1753;MERKEZKÖYLER;849
1754;MERKEZKÖYLER;850
1755;MERKEZKÖYLER;852
1756;MERKEZKÖYLER;853
1757;MERKEZKÖYLER;854
1758;MERKEZKÖYLER;857
1759;MERKEZKÖYLER;859
1760;MERKEZKÖYLER;862
1761;MERKEZKÖYLER;863
1762;MERKEZKÖYLER;865
1763;MERKEZKÖYLER;870
1764;MERKEZKÖYLER;871
1765;MERKEZKÖYLER;872
1766;MERKEZKÖYLER;873
1767;MERKEZKÖYLER;875
1768;MERKEZKÖYLER;876
1769;MERKEZKÖYLER;880
1770;MERKEZKÖYLER;881
1771;MERKEZKÖYLER;883
1772;MERKEZKÖYLER;885
1773;MERKEZKÖYLER;888
1774;MERKEZKÖYLER;892
1775;MERKEZKÖYLER;893
1776;MERKEZKÖYLER;896
1777;MERKEZKÖYLER;898
1778;MERKEZKÖYLER;899
1779;MERKEZKÖYLER;901
1780;MERKEZKÖYLER;903
1781;MERKEZKÖYLER;905
1782;MERKEZKÖYLER;907
1783;MERKEZKÖYLER;909
1784;MERKEZKÖYLER;910
1785;MERKEZKÖYLER;911
1786;MERKEZKÖYLER;912
1787;MERKEZKÖYLER;913
1788;MERKEZKÖYLER;916
1789;MERKEZKÖYLER;919
1790;MERKEZKÖYLER;921
1791;MERKEZKÖYLER;923
1792;MERKEZKÖYLER;926
1793;MERKEZKÖYLER;927
1794;MERKEZKÖYLER;928
1795;MERKEZKÖYLER;933
1796;MERKEZKÖYLER;934
1797;MERKEZKÖYLER;938
1798;MERKEZKÖYLER;940
1799;MERKEZKÖYLER;941
1800;MERKEZKÖYLER;942
1801;MERKEZKÖYLER;943
1802;MERKEZKÖYLER;944
1803;MERKEZKÖYLER;947
1804;MERKEZKÖYLER;948
1805;MERKEZKÖYLER;952
1806;MERKEZKÖYLER;955
1807;MERKEZKÖYLER;957
1808;MERKEZKÖYLER;958
1809;MERKEZKÖYLER;960
1810;MERKEZKÖYLER;965
1811;MERKEZKÖYLER;966
1812;MERKEZKÖYLER;968
1813;MERKEZKÖYLER;970
1814;MERKEZ-KÖYLER;658
1816;MERZİFON;679
1817;MESUDİYE;680
1818;MEŞRUTİYET;864
1825;MEZİTLİ;681
1826;MİHALGAZİ;683
1827;MİLAS;685
1828;MİMARSİNAN;179
1829;MİMARSİNAN;620
1830;MİMARSİNAN;796
1831;MİMARSİNAN;828
1832;MİMARSİNAN;900
1833;MİMARSİNAN;920
1834;MİTHATPAŞA;23
1835;MOLLAKENDİ;641
1836;MORDOĞAN;500
1841;MURADİYE;689
1842;MURADİYE;964
1844;MURATPAŞA;133
1845;MURATREİS;920
1846;MUSABEYLİ;693
1847;MUSTAFABEYLİ;182
1849;MUSTAFAKEMALPAŞA;694
1850;MUSTAFAPAŞA;641
1852;MUTKİ;696
1853;MUTTALİP;879
1854;MÜTEVELLİ;789
1855;NAİLBEY;641
1856;NALÇACI;796
1857;NALDÖKEN;160
1858;NALLIHAN;697
1859;NAMIKKEMAL;182
1860;NAMIKKEMAL;917
1861;NAR;653
1862;NARLIDERE;698
1863;NARMAN;699
1864;NAZIMİYE;700
1865;NAZİLLİ;701
1866;NECİPFAZIL;828
1867;NERGİZ;523
1868;NİKSAR;702
1869;NİLÜFERKÖY;703
1870;NİLÜFERORGANİZESANAYİ;703
1871;NİZİP;704
1872;NUMUNEBAĞ;133
1873;NUR;79
1874;NURDAĞI;705
1875;NURETTİN(KONAKKURAN);608
1876;NURHAK;706
1877;NURİYE;789
1878;NUSAYBİN;707
1879;NUSRATİYE;23
1880;ODUNPAZARIKÖY;708
1881;OF;709
1882;OĞUZELİ;710
1883;OKMEYDANI;864
1884;OLTU;712
1885;OLUR;713
1886;ONDOKUZ MAYIS BALLICA;1
1887;ONDOKUZMAYIS;483
1888;ORDUZU;125
1889;ORGANİZESANAYİ;703
1890;ORHANELİ;715
1891;ORHANGAZİ;708
1892;ORHANGAZİ;716
1893;ORHANLI;900
1894;ORHANTEPE;524
1895;ORMANLI;324
1896;ORTA;717
1897;ORTABAĞLAR;959
1898;ORTACA;718
1899;ORTAHİSAR;919
1900;ORTAKLAR;367
1901;ORTAKÖY;139
1902;ORTAKÖY;720
1903;ORTAKÖY;721
1904;ORTAKÖY;810
1905;OSMANAĞA;483
1906;OSMANCIK;722
1907;OSMANELİ;723
1908;OSMANGAZİ;770
1909;OSMANGAZİ;780
1910;OSMANGAZİKÖY;724
1911;OSMANİYE;110
1912;OSTİM;945
1913;OTLUKBELİ;725
1914;OVA;526
1915;OVAAKÇA;724
1916;OVACIK;726
1917;OVACIK;727
1918;OVAKIŞLA;15
1919;ÖDEMİŞ;728
1920;ÖMERLİ;221
1921;ÖMERLİ;729
1922;ÖREN;540
1923;ÖRNEK;85
1924;ÖVEÇLER;201
1925;ÖZALP;730
1926;ÖZALPER;956
1927;ÖZBEK;914
1928;ÖZDERE;621
1929;ÖZKONAK;87
1930;ÖZPINAR;863
1931;ÖZYURT;236
1932;PALANDÖKEN;732
1933;PALU;733
1934;PAMUKÇU;47
1935;PAMUKOVA;735
1936;PANAYIR;724
1937;PANCAR;889
1938;PANGALTI;864
1939;PASAPORT;565
1940;PASİNLER;736
1941;PAŞABAHÇE;143
1942;PAŞAKÖY;789
1943;PATLAK;115
1944;PATNOS;737
1945;PAYAS;738
1946;PAZAR;739
1947;PAZAR;740
1948;PAZARCIK;741
1949;PAZARKAŞI;809
1950;PAZARLAR;742
1951;PAZARYERİ;743
1952;PAZARYOLU;744
1953;PEHLİVANKÖY;745
1954;PELİTKÖY;177
1955;PERİLİKAYA;846
1956;PERŞEMBE;214
1957;PERŞEMBE;747
1958;PERTEK;748
1959;PERVARİ;749
1960;PETROL;668
1961;PINARBAŞI;160
1962;PINARBAŞI;750
1963;PINARBAŞI;751
1964;PINARHİSAR;752
1965;PİRAZİZ;753
1966;PİYADELER;43
1967;PLEVNE;47
1968;PLEVNE;815
1969;POLATELİ;754
1970;POLATLI;755
1971;POLONEZKÖY;143
1972;POSOF;756
1973;POZANTI;757
1974;PÖTÜRGE;760
1975;PTTEVLERİ;967
1976;PURSAKLAR;758
1977;PÜLÜMÜR;759
1978;PÜRTELAŞ;146
1979;RAMİ;342
1980;RASATHANE;461
1981;RASİMPAŞA;483
1982;REFAHİYE;761
1983;REMZİOĞUZARIK;780
1984;REŞADİYE;762
1985;REYHANLI;763
1986;RİZE;655
1987;RUMELİHİSARI;787
1988;SAADETDERE;333
1989;SAFAŞEHİR;855
1990;SAFRANBOLU;764
1991;SAĞLIK;767
1992;SAĞLIK;890
1993;SAHİL;479
1994;SAHİPATA;628
1995;SAHRAYICEDİT;483
1996;SAİMBEYLİ;765
1997;SAKARYA;518
1998;SALBAŞ;246
1999;SALIPAZARI;766
2000;SALİHLİ;767
2001;SALMANLI;151
2002;SALTUKOVA;214
2003;SAMANDAĞ;768
2004;SAMANPAZARI;48
2005;SAMSAT;769
2006;SANATORYUM;535
2007;SANAYİ;182
2008;SANAYİ;295
2009;SANAYİ;304
2010;SANAYİ;332
2011;SANAYİ;333
2012;SANAYİ;404
2013;SANAYİ;473
2014;SANAYİ;562
2015;SANAYİ;636
2016;SANAYİ;646
2017;SANAYİ;664
2018;SANAYİ;667
2019;SANCAK;633
2020;SANCAKLIBOZKÖY;856
2021;SANDIKLI;771
2022;SAPANCA;772
2023;SARAY;773
2024;SARAY;774
2025;SARAYBAHÇE;479
2026;SARAYCIK;50
2027;SARAYDÜZÜ;775
2028;SARAYKENT;776
2029;SARAYKÖY;777
2030;SARAYLAR;678
2031;SARAYÖNÜ;778
2032;SARIBAŞAK;846
2033;SARIBEYLER;791
2034;SARICA;477
2035;SARICAKAYA;779
2036;SARIGAZİ;770
2037;SARIGÖL;781
2038;SARIKAMIŞ;782
