mahalle;semt_bucak_belde_id
ÖZYÖRÜK MAH.;1203
REŞATLI MAH.;1203
SAYLAK MAH.;1203
SÖĞÜTLÜÖZ MAH.;1203
SUCUKÖY MAH.;1203
TAŞOLUK MAH.;1203
TOPBOĞAZI MAH.;1203
TORUN MAH.;1203
YALANGOZ MAH.;1203
YENİ MAH.;1203
YILANLI MAH.;1203
AKKERPİÇ MAH.;1270
AKKUYU MAH.;1270
AKPINAR MAH.;1270
AKTAŞ MAH.;1270
BATIAYRANCI MAH.;1270
CUMHURİYET MAH.;1270
DOĞUAYRANCI MAH.;1270
FEVZİ ÇAKMAK MAH.;1270
GÖKÇEOĞLU MAH.;1270
GÜLOVA MAH.;1270
HAMAM MAH.;1270
HATAYHAMAMI MAH.;1270
KALETEPE MAH.;1270
KELİ MAH.;1270
KIRCAOĞLU MAH.;1270
MUHARREM MAH.;1270
CUMHURİYET MAH.;1945
ÇAĞLALIK MAH.;1945
FATİH MAH.;1945
İSTİKLAL MAH.;1945
KARACAMİ MAH.;1945
KARBEYAZ MAH.;1945
KARŞI MAH.;1945
KARŞIOSB MAH.;1945
KOZLUDERE MAH.;1945
KÜRTÜL MAH.;1945
SİNCAN MAH.;1945
YENİŞEHİR MAH.;1945
YILDIRIM BEYAZIT MAH.;1945
ADABUCAK MAH.;1985
AHMETBEYLİ MAH.;1985
AKYAYLA MAH.;1985
ALAKUZU MAH.;1985
BAĞLAR MAH.;1985
BAHÇELİEVLER MAH.;1985
BAYIR MAH.;1985
BEŞASLAN MAH.;1985
BÜKÜLMEZ MAH.;1985
CİLVEGÖZÜ MAH.;1985
CUMHURİYET MAH.;1985
CÜDEYDE MAH.;1985
ÇAKIRYİĞİT MAH.;1985
DAVUTPAŞA MAH.;1985
DEĞİRMENKAŞI MAH.;1985
ESENTEPE MAH.;1985
FEVZİPAŞA MAH.;1985
FİDANLIK MAH.;1985
GAZİMÜRSELTEPESİ MAH.;1985
GÖKTEPE MAH.;1985
GÜLTEPE MAH.;1985
HARRAN MAH.;1985
KARACANLIK MAH.;1985
KARAHÜYÜK MAH.;1985
KARASÜLEYMANLI MAH.;1985
KONUK MAH.;1985
KULETEPE MAH.;1985
KUMTEPE MAH.;1985
KURTULUŞ MAH.;1985
KUŞAKLI MAH.;1985
MEHMETBEYLİ MAH.;1985
MUSTAFA KEMAL MAH.;1985
NERGİZLİ MAH.;1985
OĞULPINAR MAH.;1985
ÖZ KURTULUŞ MAH.;1985
PAŞAHÜYÜK MAH.;1985
PAŞAKÖY MAH.;1985
PINARBAŞI MAH.;1985
SULUKÖY MAH.;1985
TAYFURSÖKMEN MAH.;1985
TERZİHÜYÜK MAH.;1985
UZUNKAVAK MAH.;1985
ÜÇTEPE MAH.;1985
VARIŞLI MAH.;1985
YENİ MAH.;1985
YENİŞEHİR MAH.;1985
YEŞİLOVA MAH.;1985
ATAKÖY MAH.;2003
ATATÜRK MAH.;2003
AVCILAR MAH.;2003
BATIAYAZ MAH.;2003
BÜYÜKOBA MAH.;2003
CEMAL GÜRSEL MAH.;2003
CEYLANDERE MAH.;2003
CUMHURİYET MAH.;2003
ÇAMLIYAYLA MAH.;2003
ÇANAKOLUK MAH.;2003
ÇİĞDEDE MAH.;2003
ÇÖĞÜRLÜ MAH.;2003
ÇUBUKLU MAH.;2003
DEĞİRMENBAŞI MAH.;2003
DENİZ MAH.;2003
ERİKLİKUYU MAH.;2003
FİDANLI MAH.;2003
GENERAL ŞÜKRÜ KANADLI MAH.;2003
GÖZENE MAH.;2003
HIDIRBEY MAH.;2003
HUZURLU MAH.;2003
KAPISUYU MAH.;2003
KARAÇAY MAH.;2003
KOYUNOĞLU MAH.;2003
KURTDERESİ MAH.;2003
KUŞALANI MAH.;2003
MAĞARACIK MAH.;2003
MEYDAN MAH.;2003
MIZRAKLI MAH.;2003
SELDİREN MAH.;2003
SUTAŞI MAH.;2003
TEKEBAŞI MAH.;2003
TOMRUKSUYU MAH.;2003
UZUNBAĞ MAH.;2003
VAKIFLI MAH.;2003
YAYLICA MAH.;2003
YENİ MAH.;2003
YENİKÖY MAH.;2003
YEŞİLADA MAH.;2003
YEŞİLKÖY MAH.;2003
YEŞİLYAZI MAH.;2003
YOĞUNOLUK MAH.;2003
ARSLANYAZI MAH.;2333
AŞAĞIPULLUYAZI MAH.;2333
AYDINBAHÇE MAH.;2333
AYIŞIĞI MAH.;2333
BEZGE MAH.;2333
BOZLU MAH.;2333
ÇABALA MAH.;2333
ÇAKI MAH.;2333
ÇAKSINA MAH.;2333
ÇAMALTI MAH.;2333
ÇANDIR MAH.;2333
ÇATBAŞI MAH.;2333
ÇAYIR MAH.;2333
DENİZGÖREN MAH.;2333
DUSDURU MAH.;2333
EĞERCİ MAH.;2333
GÖRENTAŞ MAH.;2333
GÖZLÜCE MAH.;2333
GÜRIŞIK MAH.;2333
GÜVEÇÇİ MAH.;2333
GÜZELYURT MAH.;2333
HİSARCIK MAH.;2333
KARACURUN MAH.;2333
KARAKÖSE MAH.;2333
KIŞLAK MAH.;2333
KIZILÇAT MAH.;2333
KÖSRELİK MAH.;2333
KULAÇ MAH.;2333
KURTULUŞ MAH.;2333
LEYLEKLİ MAH.;2333
OLGUNLAR MAH.;2333
SEBENOBA MAH.;2333
SUNGUR MAH.;2333
SÜRÜTME MAH.;2333
ŞAKŞAK MAH.;2333
ŞENKÖY MAH.;2333
TURFANDA MAH.;2333
TUTLUBAHÇE MAH.;2333
ULUYOL MAH.;2333
ÜÇIRMAK MAH.;2333
YALAZ MAH.;2333
YAYIKDAMLAR MAH.;2333
YENİCE MAH.;2333
YEŞİLTEPE MAH.;2333
YONCAKAYA MAH.;2333
YUKARIOKÇULAR MAH.;2333
YUKARIPULLUYAZI MAH.;2333
ARAS MAH.;144
KARASU MAH.;144
KARŞIYAKA MAH.;144
KÖPRÜLER MAH.;144
ORTAKÖY MAH.;144
ADETLİ KÖYÜ;1367
AŞAĞIARATAN KÖYÜ;1367
AŞAĞIÇAMURLU KÖYÜ;1367
AŞAĞIÇİFTLİK KÖYÜ;1367
AŞAĞITOPRAKLI KÖYÜ;1367
BABACAN KÖYÜ;1367
BİLİCAN MAH.;1367
EMİNCE KÖYÜ;1367
ESENKAYA MAH.;1367
GÖDEKLİ KÖYÜ;1367
GÖMÜK MAH.;1367
HACIAĞA KÖYÜ;1367
HASANHAN KÖYÜ;1367
HIDIRLI MAH.;1367
KARAHACILI KÖYÜ;1367
KIRÇİÇEĞİ KÖYÜ;1367
KOLİKENT KÖYÜ;1367
ORTALAR MAH.;1367
RAMAZANKENT KÖYÜ;1367
SARAÇLI KÖYÜ;1367
TARLABAŞI KÖYÜ;1367
TAZEKÖY KÖYÜ;1367
TİGEM MAH.;1367
YENİDOĞAN KÖYÜ;1367
YUKARIARATAN KÖYÜ;1367
YUKARIÇAMURLU KÖYÜ;1367
YUKARIÇİFTLİK KÖYÜ;1367
YUKARITOPRAKLI KÖYÜ;1367
ERGENEKON MAH.;1107
FATİH MAH.;1107
AKTAŞ KÖYÜ;1367
AŞAĞIALİCAN KÖYÜ;1367
BAYATDOĞANŞALI KÖYÜ;1367
BEKİRHANLI KÖYÜ;1367
BULAKBAŞI KÖYÜ;1367
CENNETABAT KÖYÜ;1367
GÖKÇELİ KÖYÜ;1367
GÖL MAH.;1367
İSLAMKÖY KÖYÜ;1367
KACARDOĞANŞALI KÖYÜ;1367
KERİMBEYLİ KÖYÜ;1367
KOÇKIRAN KÖYÜ;1367
MERKEZ MAH.;1367
MÜRŞİTALİ KÖYÜ;1367
ORTA ALİCAN KÖYÜ;1367
SEFERKULU MAH.;1367
ŞIRACI KÖYÜ;1367
TAŞBURUN KÖYÜ;1367
YAZLIK KÖYÜ;1367
YUKARIALİCAN KÖYÜ;1367
ZÜLFİKARKÖY KÖYÜ;1367
14 KASIM MAH.;983
ALİ KAMERLİ MAH.;983
ATATÜRK MAH.;983
BAĞLAR MAH.;983
CUMHURİYET MAH.;983
EMEK MAH.;983
HAKVEYİS MAH.;983
KARAAĞAÇ MAH.;983
KONAKLI MAH.;983
ÖZGÜR MAH.;983
PİR SULTAN ABDAL MAH.;983
SÖĞÜTLÜ MAH.;983
TOPÇULAR MAH.;983
YENİ MAH.;983
ABDOLAK MAH.;1367
AĞAVER KÖYÜ;1367
AKYUMAK KÖYÜ;1367
ALİ KÖÇEK MAH.;1367
ALİBEYKÖY KÖYÜ;1367
ARALIK YOLU ÜZERİ EVLERİ MAH.;1367
ASMA KÖYÜ;1367
AŞAĞIÇARIKÇI KÖYÜ;1367
AŞAĞIERHACI KÖYÜ;1367
BAHÇELİEVLER MAH.;1367
BAYRAKTUTAN KÖYÜ;1367
BELALAK MAH.;1367
BENDEMURAT KÖYÜ;1367
BEZİRHANE MAH.;1367
ÇAKIRTAŞ KÖYÜ;1367
ÇALPALA KÖYÜ;1367
ÇALPALAOSB MAH.;1367
ÇİKO MAH.;1367
ÇİLLİ KÖYÜ;1367
ELMAGÖL KÖYÜ;1367
ENGİNALAN KÖYÜ;1367
EVCİ KÖYÜ;1367
FARUKTOKA MAH.;1367
GÜLPINAR KÖYÜ;1367
GÜNEŞLİ MAH.;1367
GÜNGÖRMEZ KÖYÜ;1367
HAKMEHMET KÖYÜ;1367
HALFELİ KÖYÜ;1367
HARMANDÖVEN KÖYÜ;1367
HOŞHABER KÖYÜ;1367
KADIKIŞLAK KÖYÜ;1367
KALEİÇİ MAH.;1367
KANAL YOLU MAH.;1367
KARAGÜNEY KÖYÜ;1367
KARAHİSAR MAH.;1367
KARAKUYU KÖYÜ;1367
KASIMCAN KÖYÜ;1367
KAVAKTEPE KÖYÜ;1367
KAZANCI KÖYÜ;1367
KERVANSARAY MAH.;1367
KIZILKULE MAH.;1367
KORHAN MAH.;1367
KÖPRÜKÖY MAH.;1367
KUÇ MAH.;1367
KUZUGÜDEN KÖYÜ;1367
KÜLLÜK KÖYÜ;1367
MEHMET AKİF ERSOY MAH.;1367
MELEKLİ KÖYÜ;1367
MEZRAA KÖYÜ;1367
MİRZA MAH.;1367
NAMIK KEMAL MAH.;1367
NECEFALİ KÖYÜ;1367
NİŞANKAYA KÖYÜ;1367
OBAKÖY KÖYÜ;1367
ÖRÜŞMÜŞ KÖYÜ;1367
ÖZVATAN MAH.;1367
PANİK KÖYÜ;1367
PINARBAŞI KÖYÜ;1367
SAİD NURSİ MAH.;1367
SARIÇOBAN KÖYÜ;1367
SUVEREN KÖYÜ;1367
ŞANLIMIRZA MAH.;1367
TACİRLİ KÖYÜ;1367
TAŞLICA KÖYÜ;1367
TURGUT ÖZAL MAH.;1367
YAYCI KÖYÜ;1367
YENİ MAH.;1367
YUKARIÇARIKCI KÖYÜ;1367
YUKARIERHACI MAH.;1367
YUNUS EMRE MAH.;1367
YÜZBAŞILAR KÖYÜ;1367
ZOR KÖYÜ;1367
ABBASGÖL KÖYÜ;1367
ADALET MAH.;1367
AFET KONUTLARI MAH.;1367
AĞABEY KÖYÜ;1367
AKDEĞİRMEN KÖYÜ;1367
AKDİZ KÖYÜ;1367
AKOLUK KÖYÜ;1367
ALÇALI MAH.;1367
ALHANLI KÖYÜ;1367
ALİKÖSE KÖYÜ;1367
ARSLANLI KÖYÜ;1367
ASTAFLI MAH.;1367
AŞAĞI ÇIYRIKLI KÖYÜ;1367
AŞAĞIAKTAŞ KÖYÜ;1367
AŞAĞICİVANLI KÖYÜ;1367
AŞAĞIKATIRLI KÖYÜ;1367
AŞAĞISUTAŞI KÖYÜ;1367
AŞIK HÜSEYİN MAH.;1367
BADİLLİ KÖYÜ;1367
BAĞLAN KÖYÜ;1367
BAHÇECİK KÖYÜ;1367
BAHÇELİMEYDAN KÖYÜ;1367
BAŞSİNEK MAH.;1367
BEYOĞLU KÖYÜ;1367
BOSTANLI KÖYÜ;1367
BOYLUCA MAH.;1367
BURUKSU KÖYÜ;1367
CANDERVİŞ KÖYÜ;1367
ÇIRAKLI KÖYÜ;1367
ÇİÇEKLİ KÖYÜ;1367
DEĞİRMEN MAH.;1367
DİPSİZ MAH.;1367
DOĞANYURT KÖYÜ;1367
EĞREKDERE KÖYÜ;1367
ELMALIK KÖYÜ;1367
GAZİLER KÖYÜ;1367
GEDİKLİ KÖYÜ;1367
GÖKTAŞ KÖYÜ;1367
GÜLAHMET MAH.;1367
GÜLLÜCE KÖYÜ;1367
GÜLTEPE MAH.;1367
GÜZELDERE KÖYÜ;1367
HADIMLI KÖYÜ;1367
HAMURKESEN KÖYÜ;1367
HASANKENT KÖYÜ;1367
İNCE KÖYÜ;1367
İNCESU KÖYÜ;1367
KALAÇA KÖYÜ;1367
KAMIŞLI KÖYÜ;1367
KANDİLLİ KÖYÜ;1367
KARABULAK KÖYÜ;1367
KARACÖREN KÖYÜ;1367
KARAGÜNEY MAH.;1367
KARAKOYUN KÖYÜ;1367
KARANLIK KÖYÜ;1367
KARATAŞ KÖYÜ;1367
KAYAKIŞLAK KÖYÜ;1367
KAYAÖREN KÖYÜ;1367
KAZKOPARAN KÖYÜ;1367
KELEKLİ KÖYÜ;1367
KILIÇLI KÖYÜ;1367
KIRKBULAK KÖYÜ;1367
KIZILKELEFE MAH.;1367
KIZNEFER KÖYÜ;1367
KOÇBAŞI MAH.;1367
KONAKLI MAH.;1367
KÖPRÜBAŞI KÖYÜ;1367
KÖPRÜKÖY MAH.;1367
KULA KÖYÜ;1367
KUMBULAK KÖYÜ;1367
KURUAĞAÇ KÖYÜ;1367
KÜÇÜKOVA KÖYÜ;1367
LALELİ KÖYÜ;1367
LEBİ MAH.;1367
MOLLAKAMER KÖYÜ;1367
NAHIRKIRAN KÖYÜ;1367
OMBULAK KÖYÜ;1367
ORTABUCAK KÖYÜ;1367
OSMANKÖY KÖYÜ;1367
PINAR MAH.;1367
PİRDEMİR KÖYÜ;1367
PİRLİ MAH.;1367
RAĞBET MAH.;1367
SARIABDAL KÖYÜ;1367
SARIBULAK KÖYÜ;1367
SOĞUKBULAK KÖYÜ;1367
SÖĞÜTLÜ KÖYÜ;1367
SÜRMELİ KÖYÜ;1367
TAŞKÖPRÜ MAH.;1367
TAŞUÇAN KÖYÜ;1367
TEZEKÇİ KÖYÜ;1367
TURABİ KÖYÜ;1367
TUTAK KÖYÜ;1367
UĞRUCA KÖYÜ;1367
ÜÇKAYA KÖYÜ;1367
ÜNLENDİ KÖYÜ;1367
YAĞLI KÖYÜ;1367
YASSIBULAK KÖYÜ;1367
YAYLACIK KÖYÜ;1367
YENİKÖY MAH.;1367
YUKARI KATIRLI MAH.;1367
YUKARI SUTAŞI MAH.;1367
YUKARIAKTAŞ KÖYÜ;1367
YUKARICİVANLI KÖYÜ;1367
YUKARIÇIYRIKLI MAH.;1367
YÜCEOTAK KÖYÜ;1367
ZARİFHANE MAH.;1367
AŞAĞI MAH.;2253
CUMHURİYET MAH.;2253
ORTA MAH.;2253
YENİ MAH.;2253
YUKARI MAH.;2253
AKÇAŞAR MAH.;69
BAHÇELİ MAH.;69
ÇAY MAH.;69
HÜRRİYET MAH.;69
İSTİKLAL MAH.;69
KURTULUŞ MAH.;69
ORTA MAH.;69
PAZARCIK MAH.;69
TEPE MAH.;69
ELDERE KÖYÜ;1367
ELECİK KÖYÜ;1367
İMAMLAR MAH.;1367
KARACAHİSAR KÖYÜ;1367
KARAĞI KÖYÜ;1367
KATİP KÖYÜ;1367
KOÇULAR KÖYÜ;1367
KÖSRE KÖYÜ;1367
MANTAKLAR MAH.;1367
SOFULAR KÖYÜ;1367
TERZİLER KÖYÜ;1367
YAKA KÖYÜ;1367
YAKAAFŞAR KÖYÜ;1367
YILANLI KÖYÜ;1367
YUKARI MAH.;1367
YUKARIYAYLABEL KÖYÜ;1367
ALTUNBA MAH.;177
ÇEŞME MAH.;177
GEZİRLER MAH.;177
MÜFTÜ MAH.;177
ONAÇ MAH.;177
PAZAR MAH.;177
SİNAN MAH.;177
SÖKMEN MAH.;177
YENİ MAH.;177
BAYAT KÖYÜ;1367
HARMANÖREN KÖYÜ;1367
HIDIR MAH.;1367
İSLAMKÖY KÖYÜ;1367
KAPICAK KÖYÜ;1367
MÜFTÜ MAH.;1367
ORTA MAH.;1367
PEMBELİ KÖYÜ;1367
YENİ MAH.;1367
AĞA MAH.;658
ALTINKUM MAH.;658
BAĞBUYAN MAH.;658
BAĞLAR MAH.;658
CAMİİ MAH.;658
DEMİRKAPI MAH.;658
GÖKTAŞ MAH.;658
HACIŞEYH MAH.;658
HAMAM MAH.;658
İMARET MAH.;658
İSTASYON MAH.;658
KALE MAH.;658
KATİP MAH.;658
KIZILÇUBUK MAH.;658
KONYA BUCAĞI MAH.;658
KUBBELİ MAH.;658
MENDERES MAH.;658
PINAR PAZARI MAH.;658
POYRAZ MAH.;658
SANAYİ MAH.;658
SEKİBAĞ MAH.;658
SEYDİM MAH.;658
YAZLA MAH.;658
YENİ MAH.;658
YEŞİLADA MAH.;658
AĞA MAH.;1367
AĞILKÖY KÖYÜ;1367
AKDOĞAN KÖYÜ;1367
AKMESCİT MAH.;1367
AKPINAR KÖYÜ;1367
AŞAĞI GÖKDERE KÖYÜ;1367
AŞAĞI MAH.;1367
BADEMLİ KÖYÜ;1367
BAĞICIK KÖYÜ;1367
BAĞILLI KÖYÜ;1367
BAĞÖREN KÖYÜ;1367
BAHÇIVAN MAH.;1367
BAKLAN KÖYÜ;1367
BALKIRI KÖYÜ;1367
BARLA KÖYÜ;1367
BAŞ MAH.;1367
BEŞEVLER MAH.;1367
BEYDERE KÖYÜ;1367
BOYALI MAH.;1367
CAMİKEBİR MAH.;1367
CİRBELİ MAH.;1367
CUMHURİYET MAH.;1367
ÇALTI ARASI MAH.;1367
ÇAY KÖYÜ;1367
ÇİFTLİK MAH.;1367
DENİZ ALTI MAH.;1367
DERE MAH.;1367
ERENLER MAH.;1367
EYÜPLER KÖYÜ;1367
GÖKÇEHÖYÜK KÖYÜ;1367
HACIRAMAZANLAR MAH.;1367
HARMANYERİ MAH.;1367
HAVUTLU KÖYÜ;1367
HAYMANA KÖYÜ;1367
HÜRRİYET MAH.;1367
İSTİKLAL MAH.;1367
KARŞIYAKA MAH.;1367
KIRINTI KÖYÜ;1367
KOCA CESME MAH.;1367
MAHMATLAR KÖYÜ;1367
MERKEZ MAH.;1367
PAZAR MAH.;1367
PAZARKÖY KÖYÜ;1367
SAHİL MAH.;1367
SARIİDRİS KÖYÜ;1367
SERPİL KÖYÜ;1367
SEVİNÇBEY KÖYÜ;1367
SİPAHİLER KÖYÜ;1367
SORKUNCAK KÖYÜ;1367
TEPELİ KÖYÜ;1367
YELLİLER MAH.;1367
YENİ MAH.;1367
YILGINCAK KÖYÜ;1367
YOKUŞBAŞI MAH.;1367
YUKARI GÖKDERE KÖYÜ;1367
YUKARI MAH.;1367
YUVALI KÖYÜ;1367
ZAFER MAH.;1367
17 EYLÜL MAH.;774
AŞAĞI MAH.;774
BAHÇELİEVLER MAH.;774
HAYDARPAŞA MAH.;774
HÜSEYİN AVNİ PAŞA MAH.;774
KIREVLER MAH.;774
MUHARREM MAH.;774
ORTA MAH.;774
SELÇUK MAH.;774
YENİ MAH.;774
AFŞAR KÖYÜ;1367
AKDAĞ KÖYÜ;1367
AŞAĞI MAH.;1367
BAĞILLI KÖYÜ;1367
BAHÇELİ EVLER MAH.;1367
BALCI KÖYÜ;1367
CUMHURİYET MAH.;1367
ÇALTI KÖYÜ;1367
ÇAY MAH.;1367
ESİNYURT KÖYÜ;1367
HACILAR KÖYÜ;1367
HANÖNÜ MAH.;1367
KEÇİLİ KÖYÜ;1367
KEMER MAH.;1367
KIZDAŞI MAH.;1367
KÖKE KÖYÜ;1367
MADENLİ KÖYÜ;1367
ORTA MAH.;1367
ŞEHİTLER MAH.;1367
YAKA KÖYÜ;1367
YAKADİBİ MAH.;1367
YENİ MAH.;1367
YENİCE KÖYÜ;1367
YEŞİLKÖY KÖYÜ;1367
YUKARI MAH.;1367
ALACA MESCİT MAH.;825
CAMİ MAH.;825
GÖLETEVLERİ MAH.;825
KASAP MAH.;825
MUSALLA MAH.;825
PAZAR MAH.;825
BARADIZ MAH.;1367
GÖLBAŞI KÖYÜ;1367
GÜNEYKENT KÖYÜ;1367
İĞDECİK KÖYÜ;1367
İĞDECİK MAH.;1367
KIZILCIK KÖYÜ;1367
KOÇTEPE KÖYÜ;1367
ORTA MAH.;1367
SENİRCE KÖYÜ;1367
SENİRCE MAH.;1367
SENİRCE MÜCAVİR MAH.;1367
TEKKE MAH.;1367
YENİCE MAH.;1367
AŞAĞI MAH.;1173
CUMHURİYET MAH.;1173
HACI KÖYÜ MAH.;1173
HASANBEY MAH.;1173
KAYA MAH.;1173
KILIÇ KÖYÜ;1173
KÜKÜRT MAH.;1173
ORTA MAH.;1173
TUZLA MAH.;1173
YENİCE MAH.;1173
YUKARI MAH.;1173
ARDIÇLI KÖYÜ;1367
AYDOĞMUŞ KÖYÜ;1367
CAMİİ KEBİR MAH.;1367
CUMHURİYET MAH.;1367
ÇUKURÖREN KÖYÜ;1367
GÜLKÖY KÖYÜ;1367
GÜLTEPE MAH.;1367
HÜRRİYET MAH.;1367
İNCESU KÖYÜ;1367
İSTİKLAL MAH.;1367
KAPLANLI KÖYÜ;1367
KAVAK KÖYÜ;1367
KOZLUCA KÖYÜ;1367
KURTULUŞ MAH.;1367
KUŞÇULAR MAH.;1367
KUYUCAK KÖYÜ;1367
ORTA MAH.;1367
ÖZBAHÇE KÖYÜ;1367
SARACIK KÖYÜ;1367
SENİR KÖYÜ;1367
TEPECİK MAH.;1367
YENİ MAH.;1367
YENİTEPE KÖYÜ;1367
YEŞİLYURT KÖYÜ;1367
AYAZMANA MAH.;507
ÇELEBİLER MAH.;507
DERE MAH.;507
DOĞANCI MAH.;507
EMRE MAH.;507
GAZİ KEMAL MAH.;507
GÜLCÜ MAH.;507
GÜLEVLER MAH.;507
HALIKENT MAH.;507
HALİFE SULTAN MAH.;507
HİSAR MAH.;507
İSKENDER MAH.;507
KEÇECİ MAH.;507
KURTULUŞ MAH.;507
SİDRE MAH.;507
SÜLÜBEY MAH.;507
TURAN MAH.;507
VATAN MAH.;507
VATANOSB MAH.;507
YENİCE MAH.;507
DAVRAZ MAH.;1187
İSTİKLAL MAH.;1187
KARAAĞAÇ MAH.;1187
KEPECİ MAH.;1187
SERMET MAH.;1187
BAĞLAR MAH.;1285
BATIKENT MAH.;1285
BİNBİREVLER MAH.;1285
GÜLİSTAN MAH.;1285
HIZIRBEY MAH.;1285
IŞIKKENT MAH.;1285
KUTLUBEY MAH.;1285
PİRİMEHMET MAH.;1285
YAYLA MAH.;1285
ABSARI MAH.;1367
AĞIL MAH.;1367
ALİKÖY KÖYÜ;1367
AŞAĞI MAH.;1367
BAHÇELİEVLER MAH.;1367
BOZANÖNÜ KÖYÜ;1367
BÖGÜRTLENLİ MAH.;1367
BUCAKDERE MAH.;1367
BÜYÜKGÖKÇELİ KÖYÜ;1367
BÜYÜKHACILAR KÖYÜ;1367
ÇATAL MAH.;1367
ÇIKRIKLI MAH.;1367
ÇOBANİSA KÖYÜ;1367
ÇUKURKÖY KÖYÜ;1367
DARIDERESİ KÖYÜ;1367
DARIÖREN KÖYÜ;1367
DEREBOGAZI (KARAHAFIZ) MAH.;1367
DEREBOĞAZI MAH.;1367
DEREGÜMÜ KÖYÜ;1367
DİREKLİ KÖYÜ;1367
FATİH MAH.;1367
GELİNCİK KÖYÜ;1367
GÜNEY BAHÇE EVLERİ MAH.;1367
GÜNEYCE KÖYÜ;1367
HOCANTI MAH.;1367
İMREZİ MAH.;1367
KADILAR KÖYÜ;1367
KAVAK MAH.;1367
KAVAKLI ÇEŞME MAH.;1367
KAYIKÖY KÖYÜ;1367
KAYNARPINAR MAH.;1367
KEMAL MAH.;1367
KIRKAYAK MAH.;1367
KIŞLAKÖY KÖYÜ;1367
KOLCUBELİ MAH.;1367
KÖY İÇİ MERKEZ MAH.;1367
KÖYİÇİ MAH.;1367
KULEÖNÜ KÖYÜ;1367
KUZEY BAHÇEEVLERİ MAH.;1367
KÜÇÜKGÖKÇELİ KÖYÜ;1367
KÜÇÜKHACILAR KÖYÜ;1367
KÜÇÜKKIŞLA KÖYÜ;1367
MERKEZ MAH.;1367
OKUL MAH.;1367
SARIYER MAH.;1367
SAVKÖY KÖYÜ;1367
ŞEKERLER MAH.;1367
TİLKİLİK MAH.;1367
YAĞCIOĞLU MAH.;1367
YAKAÖREN KÖYÜ;1367
YAYLA MAH.;1367
YAZISÖĞÜT KÖYÜ;1367
YENİCAMİ MAH.;1367
YUKARI MAH.;1367
AKKENT MAH.;2007
ANADOLU MAH.;2007
BAHÇELİEVLER MAH.;2007
ÇÜNÜR MAH.;2007
FATİH MAH.;2007
MEHMET TÖNGE MAH.;2007
MODERN EVLER MAH.;2007
MUZAFFER TÜRKEŞ MAH.;2007
SANAYİ MAH.;2007
YEDİŞEHİTLER MAH.;2007
ZAFER MAH.;2007
AKKEÇİLİ KÖYÜ;1367
AŞAĞI MAH.;1367
BAŞKÖY KÖYÜ;1367
BOZDURMUŞ MAH.;1367
BÜLBÜL MAH.;1367
BÜYÜKÇEŞME MAH.;1367
BÜYÜKKABACA KÖYÜ;1367
CAMİİ MAH.;1367
ÇANLAR MAH.;1367
DERE MAH.;1367
ESKİ KÖY MAH.;1367
GENÇALİ KÖYÜ;1367
KARABABA MAH.;1367
KARİP KÖYÜ;1367
KARŞI MAH.;1367
KAYAAĞZI MAH.;1367
KUZYAKA MAH.;1367
MERKEZ MAH.;1367
ONKUYU MAH.;1367
ORTA MAH.;1367
ORTAYAZI KÖYÜ;1367
SULTAN SÜLEYMAN MAH.;1367
TÜRBE MAH.;1367
ULUĞBEY KÖYÜ;1367
YASSIÖREN KÖYÜ;1367
YAYLA MAH.;1367
YUKARI MAH.;1367
ZAFER MAH.;1367
16 HAZİRAN MAH.;2066
CUMHURİYET MAH.;2066
HAMİDİYE MAH.;2066
İSTİKLAL MAH.;2066
KIBRIS MAH.;2066
SÜLEYMAN DEMİREL MAH.;2066
ŞEHLER MAH.;2066
TAŞMESCİT MAH.;2066
TURGUTLAR MAH.;2066
AŞAĞIYAYLABEL KÖYÜ;1367
AYVALIPINAR KÖYÜ;1367
AYVAPINARI MAH.;1367
BEKİRAĞALAR KÖYÜ;1367
BELENCE KÖYÜ;1367
BEYDİLİ KÖYÜ;1367
BOĞAZKÖY KÖYÜ;1367
BUCAKDERE KÖYÜ;1367
CAMİ MAH.;1367
CAMİİ MAH.;1367
ÇANDIR KÖYÜ;1367
ÇIRAKLAR MAH.;1367
ÇOBANİSA KÖYÜ;1367
ÇÖKEK MAH.;1367
ÇUKURCA KÖYÜ;1367
ÇÜRÜK BELEN MAH.;1367
DARIBÜKÜ KÖYÜ;1367
DERİNDERE MAH.;1367
GÜLDALLI KÖYÜ;1367
GÜMÜ KÖYÜ;1367
GÜNEY MAH.;1367
HACIAHMETLER KÖYÜ;1367
HACIALİLER KÖYÜ;1367
İBİŞLER KÖYÜ;1367
İNCEDERE KÖYÜ;1367
KARADİKEN KÖYÜ;1367
KASIMLAR KÖYÜ;1367
KESME KÖYÜ;1367
KIZILBELEN MAH.;1367
KÖPRÜBAŞI MAH.;1367
KUZ MAH.;1367
KUZCA KÖYÜ;1367
MELİKLER KÖYÜ;1367
MÜEZZİNLER KÖYÜ;1367
ÖBEKTAŞ MAH.;1367
PINARKÖY KÖYÜ;1367
SAĞRAK KÖYÜ;1367
SARAY KÖYÜ;1367
SARIMEHMETLER KÖYÜ;1367
ŞEHLER KÖYÜ;1367
YENİKÖY KÖYÜ;1367
YEŞİLYURT KÖYÜ;1367
BAŞKOZ MAH.;2146
BELEN MAH.;2146
BİRLİK MAH.;2146
CAMİ MAH.;2146
ERENLER MAH.;2146
