mahalle;semt_bucak_belde_id
SUİÇECEK MAH.;1318
YENİ MAH.;1318
ZÜMRÜT MAH.;1318
AKYAR MAH.;1237
ALAADDİN MAH.;1237
AŞAĞIPAZAR MAH.;1237
AVDAN MAH.;1237
BAHÇEYAKA MAH.;1237
BAYAT MAH.;1237
BAYATBADEMLERİ MAH.;1237
BEĞİŞ MAH.;1237
BOZOVA MAH.;1237
BÜYÜKKÖY MAH.;1237
ÇAYKENARI MAH.;1237
ÇIVGALAR MAH.;1237
ÇOMAKLI MAH.;1237
ÇUKURCA MAH.;1237
DEREKÖY MAH.;1237
DURALİLER MAH.;1237
ESENYURT MAH.;1237
GARİPCE MAH.;1237
GÖÇERLER MAH.;1237
GÜMÜŞLÜ MAH.;1237
GÜZLE MAH.;1237
İMECİK MAH.;1237
İMRAHOR MAH.;1237
KARABAYIR MAH.;1237
KARAKUYU MAH.;1237
KARATAŞ MAH.;1237
KARGALIK MAH.;1237
KARGIN MAH.;1237
KARŞIYAKA MAH.;1237
KAYABAŞ MAH.;1237
KEMERAĞZI MAH.;1237
KIRKPINAR MAH.;1237
KIZILALİLER MAH.;1237
KIZILCADAĞ MAH.;1237
KİREMİTLİ MAH.;1237
KOZAĞACI MAH.;1237
KÖSELER MAH.;1237
KÜÇÜKKÖY MAH.;1237
KÜÇÜKLÜ MAH.;1237
LEYLEK MAH.;1237
MAMATLAR MAH.;1237
MANAY MAH.;1237
NEBİLER MAH.;1237
OSMANKALFALAR MAH.;1237
SÖĞÜTCÜK MAH.;1237
SÜLEKLER MAH.;1237
TAŞKESİĞİ MAH.;1237
TATKÖY MAH.;1237
ULUCAK MAH.;1237
UZUNOLUK MAH.;1237
YAKAKÖY MAH.;1237
YAZIR MAH.;1237
YELEME MAH.;1237
YELTEN MAH.;1237
YENİ MAH.;1237
YEŞİLOBA MAH.;1237
YEŞİLYAYLA MAH.;1237
YUKARIKARAMAN MAH.;1237
ADRASAN MAH.;1271
ALTINYAKA MAH.;1271
BAĞLIK MAH.;1271
BELEN MAH.;1271
BEŞİKÇİ MAH.;1271
BEYKONAK MAH.;1271
BÜYÜKALAN MAH.;1271
CUMHURİYET MAH.;1271
ÇALTI MAH.;1271
ÇAYİÇİ MAH.;1271
DEREKÖY MAH.;1271
ELLİNCİ YIL MAHALLESİ MAH.;1271
ERENTEPE MAH.;1271
ESKİCAMİ MAH.;1271
GÖKSU MAH.;1271
GÖLCÜK MAH.;1271
GÜZÖREN MAH.;1271
HACIVELİLER MAH.;1271
HIZIRKAHYA MAH.;1271
İNCİRCİK MAH.;1271
KARACAAĞAÇ MAH.;1271
KARACAÖREN MAH.;1271
KARŞIYAKA MAH.;1271
KASAPÇAYIRI MAH.;1271
KAVAKKÖY MAH.;1271
KUM MAH.;1271
KUZCA MAH.;1271
MERKEZ MAH.;1271
MEYDAN MAH.;1271
NARENCİYE MAH.;1271
ORTAKÖY MAH.;1271
SALUR MAH.;1271
SARICASU MAH.;1271
SARIKAVAK MAH.;1271
TEMEL EĞİTİM MAHALLESİ MAH.;1271
TOPTAŞ MAH.;1271
YAZIR MAH.;1271
YENİ MAH.;1271
YENİKIŞLA MAH.;1271
YEŞİLKÖY MAH.;1271
MAVİKENT MAH.;1348
ÇOLAKLI MAH.;543
KALEMLER MAH.;543
A. HİSAR MAH.;1367
A. PAZARCI MAH.;1367
AHMETLER MAH.;1367
AKSAZ MAH.;1367
AŞAĞIIŞIKLAR MAH.;1367
AYDINEVLER MAH.;1367
BAHÇELİEVLER MAH.;1367
BELENOBASI MAH.;1367
BOZTEPE MAH.;1367
BUCAKŞEYHLER MAH.;1367
CEVİZLER MAH.;1367
ÇAĞLAYAN MAH.;1367
ÇAVUŞKÖY MAH.;1367
ÇAYYAZI MAH.;1367
ÇELTİKÇİ MAH.;1367
ÇENGER MAH.;1367
DEĞİRMENLİ MAH.;1367
DEMİRCİLER MAH.;1367
DİKMEN MAH.;1367
DOĞANÇAM MAH.;1367
DOLBAZLAR MAH.;1367
EMEK MAH.;1367
ESKİ HİSAR MAH.;1367
EVRENLERYAVŞI MAH.;1367
EVRENSEKİ MAH.;1367
GEBECE MAH.;1367
GENÇLER MAH.;1367
GÜLTEPE MAH.;1367
GÜZELYALI MAH.;1367
HACIALİ MAH.;1367
HACIİSALI MAH.;1367
HACIOBASI MAH.;1367
HALİTAĞALAR MAH.;1367
HATİPLER MAH.;1367
HOCALI MAH.;1367
ILICA MAH.;1367
KADILAR MAH.;1367
KARACALAR MAH.;1367
KARAKAYA MAH.;1367
KARAÖZ MAH.;1367
KASAPLAR MAH.;1367
KAVAKLI MAH.;1367
KIZILAĞAÇ MAH.;1367
KIZILOT MAH.;1367
MİLLİ EGEMENLİK MAH.;1367
MİMAR SİNAN MAH.;1367
NAMARAS MAH.;1367
ODAÖNÜ MAH.;1367
OYMAPINAR MAH.;1367
ÖRENŞEHİR MAH.;1367
ÖRNEK MAH.;1367
SALKIM EVLER MAH.;1367
SALUR MAH.;1367
SANAYİ MAH.;1367
SARAÇLI MAH.;1367
SARILAR MAH.;1367
SEVİNÇKÖY MAH.;1367
SEYDİLER MAH.;1367
SIRTKÖY MAH.;1367
SORGUN MAH.;1367
SÜLEK MAH.;1367
ŞELALE MAH.;1367
ŞİŞELER MAH.;1367
TAŞKESİĞİ MAH.;1367
TEPEKÖY MAH.;1367
TİLKİLER MAH.;1367
ULUKAPI MAH.;1367
UZUNKALE MAH.;1367
UZUNLAR MAH.;1367
Y.HİSAR MAH.;1367
Y.PAZARCI MAH.;1367
YALÇIDİBİ MAH.;1367
YAYLA MAH.;1367
YAYLAALAN MAH.;1367
YENİKÖY MAH.;1367
YUKARIIŞIKLAR MAH.;1367
SİDE MAH.;2084
ALTINKAYA MAH.;2192
BALLIBUCAK MAH.;2192
BEREKET MAH.;2192
BEYDİĞİN MAH.;2192
BOZYAKA MAH.;2192
BURMAHAN MAH.;2192
BÜKLÜCE MAH.;2192
ÇAKIŞ MAH.;2192
ÇALTEPE MAH.;2192
ÇARDAKKÖY MAH.;2192
DEĞİRMENÖZÜ MAH.;2192
DENİZKENT MAH.;2192
DENİZYAKA MAH.;2192
DÜZAĞAÇ MAH.;2192
GAZİLER MAH.;2192
GÜNDOĞDU MAH.;2192
HOCALAR MAH.;2192
KARABUCAK MAH.;2192
KARABÜK MAH.;2192
KIRKKAVAK MAH.;2192
KISALAR MAH.;2192
KIZILDAĞ MAH.;2192
PERAKENDE MAH.;2192
SAĞIRİN MAH.;2192
TAŞAĞIL MAH.;2192
YAVRUDOĞAN MAH.;2192
YEŞİLBAĞ MAH.;2192
ALTINDAĞ MAH.;242
BAHÇELİEVLER MAH.;242
DENİZ MAH.;242
MEMUREVLERİ MAH.;242
VARLIK MAH.;242
YILDIZ MAH.;242
BALBEY MAH.;465
ELMALI MAH.;465
KIŞLA MAH.;465
KIZILSARAY MAH.;465
TAHILPAZARI MAH.;465
ÜÇGEN MAH.;465
CUMHURİYET MAH.;717
DUTLUBAHÇE MAH.;717
ETİLER MAH.;717
KONUKSEVER MAH.;717
MURATPAŞA MAH.;717
SEDİR MAH.;717
BARBAROS MAH.;779
ÇAYBAŞI MAH.;779
DEMİRCİKARA MAH.;779
GENÇLİK MAH.;779
HAŞİMİŞCAN MAH.;779
KILINÇARSLAN MAH.;779
SELÇUK MAH.;779
SİNAN MAH.;779
TUZCULAR MAH.;779
ZERDALİLİK MAH.;779
DOĞUYAKA MAH.;1214
GEBİZLİ MAH.;1214
KIZILTOPRAK MAH.;1214
MEHMETÇİK MAH.;1214
TOPÇULAR MAH.;1214
ÇAĞLAYAN MAH.;1314
ERMENEK MAH.;1314
FENER MAH.;1314
GÜZELBAĞ MAH.;1314
GÜZELOBA MAH.;1314
GÜZELOLUK MAH.;1314
KIRCAMİ MAH.;1314
MEYDANKAVAĞI MAH.;1314
ŞİRİNYALI MAH.;1314
TARIM MAH.;1314
YENİGÖL MAH.;1314
YEŞİLBAHÇE MAH.;1314
YEŞİLKÖY MAH.;1314
YEŞİLOVA MAH.;1314
ZÜMRÜTOVA MAH.;1314
BAYINDIR MAH.;1367
GÜVENLİK MAH.;1367
MELTEM MAH.;1367
SOĞUKSU MAH.;1367
KIZILARIK MAH.;2357
YENİGÜN MAH.;2357
YEŞİLDERE MAH.;2357
YÜKSEKALAN MAH.;2357
ABDURRAHMANLAR MAH.;2069
AKBAŞ MAH.;2069
AKÇAALAN MAH.;2069
AKÇAPINAR MAH.;2069
ALACAMİ MAH.;2069
AŞAĞIÇATMA MAH.;2069
AŞAĞIKOCAYATAK MAH.;2069
AŞAĞIOBA MAH.;2069
BELEK MAH.;2069
BELKIS MAH.;2069
BELPINAR MAH.;2069
BERENDİ MAH.;2069
BİLGİNLER MAH.;2069
BOĞAZKENT MAH.;2069
BOZDOĞAN MAH.;2069
BUCAKKÖY MAH.;2069
BURMAHANCI MAH.;2069
BÜĞÜŞ MAH.;2069
CUMALI MAH.;2069
CUMHURİYET MAH.;2069
ÇAKALLIK MAH.;2069
ÇANAKÇI MAH.;2069
ÇANDIR MAH.;2069
ÇATALLAR MAH.;2069
DEMİRCİLER MAH.;2069
DENİZTEPESİ MAH.;2069
DİKMEN MAH.;2069
DORUMLAR MAH.;2069
EMİNCELER MAH.;2069
ESKİYÜRÜK MAH.;2069
ETLER MAH.;2069
GEBİZ MAH.;2069
GEDİK MAH.;2069
GÖKÇEPINAR MAH.;2069
HACIOSMANLAR MAH.;2069
HASDÜMEN MAH.;2069
HASKIZILÖREN MAH.;2069
HASPINAR MAH.;2069
KADRİYE MAH.;2069
KARADAYI MAH.;2069
KARATAŞ MAH.;2069
KARINCALI MAH.;2069
KAYABURNU MAH.;2069
KIRBAŞ MAH.;2069
KOZAĞACI MAH.;2069
KOZAN MAH.;2069
KÖKEZ MAH.;2069
KUŞLAR MAH.;2069
KÜRÜŞ MAH.;2069
MERKEZ MAH.;2069
NEBİLER MAH.;2069
ORTA MAH.;2069
PINARCIK MAH.;2069
SARIABALI MAH.;2069
ŞATIRLI MAH.;2069
TEKKE MAH.;2069
TÖNGÜŞLÜ MAH.;2069
ÜRÜNDÜ MAH.;2069
YANKÖY MAH.;2069
YENİ MAH.;2069
YEŞİLVADİ MAH.;2069
YEŞİLYURT MAH.;2069
YUKARIÇATMA MAH.;2069
YUKARIKOCAYATAK MAH.;2069
YUMAKLAR MAH.;2069
ZIRLANKAYA MAH.;2069
AŞIKŞENLİK MAH.;526
ÇANKAYA MAH.;526
ÇAY MAH.;526
DEDEKORKUT MAH.;526
SUHARA MAH.;526
UFUKTEPE MAH.;526
YAKINSU MAH.;526
YENİ MAH.;526
YILDIRIMTEPE MAH.;526
AĞILLI KÖYÜ;1367
AKÇAKALE KÖYÜ;1367
AKÇIL KÖYÜ;1367
AKDARI KÖYÜ;1367
AKKİRAZ KÖYÜ;1367
AŞAĞICAMBAZ KÖYÜ;1367
BALTALI KÖYÜ;1367
BAŞKÖY KÖYÜ;1367
DAMLICA KÖYÜ;1367
DİRSEKKAYA KÖYÜ;1367
DOĞANKAYA KÖYÜ;1367
ESKİBEYREHATUN KÖYÜ;1367
EŞMEPINAR KÖYÜ;1367
GÖLBELEN KÖYÜ;1367
GÖLEBAKAN KÖYÜ;1367
GÜVENOCAK KÖYÜ;1367
HOROZÖTTÜ MAH.;1367
KARAKALE KÖYÜ;1367
KAŞLIKAYA KÖYÜ;1367
KAYABEYİ KÖYÜ;1367
KENARBEL KÖYÜ;1367
KENARDERE KÖYÜ;1367
KOTANLI KÖYÜ;1367
KOTANLI YAYLA EVLERİ MAH.;1367
KURTKALE KÖYÜ;1367
KUZUKAYA KÖYÜ;1367
MERKEZ MAH.;1367
MERYEMKÖY KÖYÜ;1367
ÖNCÜL KÖYÜ;1367
ÖVÜNDÜ KÖYÜ;1367
SABAHOLDU KÖYÜ;1367
SAYMALI KÖYÜ;1367
SAZLISU KÖYÜ;1367
SEMİHAŞAKİR KÖYÜ;1367
TAŞDEĞİRMEN KÖYÜ;1367
YENİBEYREHATUN KÖYÜ;1367
YUKARICAMBAZ KÖYÜ;1367
ATA MAH.;559
CUMHURİYET MAH.;559
ÇAYBAŞI MAH.;559
İNÖNÜ MAH.;559
KALENDER MAH.;559
KONUK SEVER MAH.;559
MUSTAFA KEMAL MAH.;559
SERHAT MAH.;559
BURMADERE KÖYÜ;1367
DEREKÖY KÖYÜ;1367
DEREKÖY KÖYÜ YAYLA EVLERİ MAH.;1367
ESKİKILIÇ KÖYÜ;1367
ESKİKILIÇ KÖYÜ YAYLA EVLERİ MAH.;1367
İKİZDERE KÖYÜ;1367
İKİZDERE KÖYÜ YAYLA EVLERİ MAH.;1367
MERKEZ MAH.;1367
OTAĞLI KÖYÜ;1367
SEYİTÖREN KÖYÜ;1367
TEPEKÖY KÖYÜ;1367
TEPEKÖY KÖYÜ MERKEZ MAH.;1367
TEPEKÖY YAYLA EVLERİ MAH.;1367
YAYLA EVI MAH.;1367
FEVZİ ÇAKMAK MAH.;816
KAZIM KARABEKİR MAH.;816
KUBİLAY BEY MAH.;816
SALİM BEY MAH.;816
ARPAŞEN KÖYÜ;1367
BALÇEŞME KÖYÜ;1367
BELLİTEPE KÖYÜ;1367
BUDAKLI KÖYÜ;1367
BÜYÜKALTINBULAK KÖYÜ;1367
ÇAKILDERE KÖYÜ;1367
ÇAKIRÜZÜM KÖYÜ;1367
ÇALIDERE KÖYÜ;1367
ÇARDAKLI KÖYÜ;1367
ÇAYIRBAŞI KÖYÜ;1367
ÇOBANKÖY KÖYÜ;1367
ÇULLU KÖYÜ;1367
DAMLASU KÖYÜ;1367
DEDEKILICI KÖYÜ;1367
DEDEŞEN MAH.;1367
DENGELİ KÖYÜ;1367
DEREYOLU KÖYÜ;1367
DÖLEKÇAYIR KÖYÜ;1367
DURANÇAM MAH.;1367
DURUCASU KÖYÜ;1367
ESENBOĞAZ KÖYÜ;1367
ESENYAYLA KÖYÜ;1367
ESKİDEMİRKAPI KÖYÜ;1367
FİLİZLİ KÖYÜ;1367
GEDİK KÖYÜ;1367
GEVRİK MAH.;1367
GÜLÇEŞME MAH.;1367
GÜLDERE MAH.;1367
GÜLİSTAN KÖYÜ;1367
GÜNORTA KÖYÜ;1367
HOŞDÜLBENT KÖYÜ;1367
KALECİK KÖYÜ;1367
KARLIYAZI KÖYÜ;1367
KAYAALTI KÖYÜ;1367
KORE MAH.;1367
KOYUNLU KÖYÜ;1367
KÖPRÜBAŞI MAH.;1367
KÖPRÜLÜ KÖYÜ;1367
KÖPRÜLÜ MERKEZ MAH.;1367
KUYTUCA KÖYÜ;1367
KUZUPINARI MAH.;1367
KÜÇÜKALTINBULAK KÖYÜ;1367
MOLLAHASAN KÖYÜ;1367
OKÇU KÖYÜ;1367
SAMANDÖKEN KÖYÜ;1367
SENEMOĞLU KÖYÜ;1367
SERİNÇAYIR KÖYÜ;1367
SÜRÜGÜDEN KÖYÜ;1367
TAHTAKIRAN KÖYÜ;1367
TELLİOĞLU KÖYÜ;1367
TOPTAŞ KÖYÜ;1367
UĞURTAŞI KÖYÜ;1367
YAĞMUROĞLU KÖYÜ;1367
YANATLI KÖYÜ;1367
YAVUZLAR KÖYÜ;1367
YELEÇLİ KÖYÜ;1367
YENİDEMİRKAPI KÖYÜ;1367
YENİKÖY KÖYÜ;1367
YİĞİTKONAĞI KÖYÜ;1367
ALAÇAM MAH.;917
ATALAR MAH.;917
AVCILAR MAH.;917
HÜRRİYET MAH.;917
ORTAKENT MERKEZ MAH.;917
SELAM VERDİ MAH.;917
ALTINEMEK KÖYÜ;1367
ARIKONAK KÖYÜ;1367
AŞAĞI ÇAT MAH.;1367
AŞAĞIAYDERE KÖYÜ;1367
BAŞTOKLU KÖYÜ;1367
BİNBAŞAK KÖYÜ;1367
BÖRK KÖYÜ;1367
ÇATKÖY KÖYÜ;1367
ÇAVDARLI KÖYÜ;1367
ÇAYAĞZI KÖYÜ;1367
ÇİÇEKLİDAĞ KÖYÜ;1367
ÇİMLİÇAYIR KÖYÜ;1367
DİLEKDERE KÖYÜ;1367
GEÇ KÖYÜ;1367
GÜNEŞGÖREN KÖYÜ;1367
İNCEDERE KÖYÜ;1367
KARAKALE KÖYÜ;1367
KARŞI MAH.;1367
KIRKPINAR MAH.;1367
KİREÇHANE MAH.;1367
KOYUNPINARI KÖYÜ;1367
OĞUZYOLU KÖYÜ;1367
SAZLIÇAYIR KÖYÜ;1367
SERİNKUYU KÖYÜ;1367
SERİNKUYU YAYLASI MAH.;1367
SEVİMLİ KÖYÜ;1367
SEVİMLİ YAYLA EVLERİ MAH.;1367
SULAKÇAYIR KÖYÜ;1367
YAMAÇYOLU KÖYÜ;1367
YAMÇILI KÖYÜ;1367
YAYLA EVLERİ MAH.;1367
YAYLA MAH.;1367
YUKARI ÇAT MAH.;1367
YUKARIAYDERE KÖYÜ;1367
YÜNBÜKEN KÖYÜ;1367
ATATÜRK MAH.;148
GÜRÇAYIR MAH.;148
HALİLEFENDİ MAH.;148
İNÖNÜ MAH.;148
KAPTANPAŞA MAH.;148
KARAGÖL MAH.;148
YENİ MAH.;148
AĞAÇLI KÖYÜ;935
AŞAĞI MAH.;935
AŞAĞIKURTOĞLU KÖYÜ;935
BAYRAMOĞLU KÖYÜ;935
BEŞİKTAŞ KÖYÜ;935
BİNBAŞAR KÖYÜ;935
ÇAĞLAYIK KÖYÜ;935
ÇALABAŞ KÖYÜ;935
DAĞCI KÖYÜ;935
DEĞİRMEN MAH.;935
ESKİ MAH.;935
GİRİŞ MAH.;935
HACIALİ KÖYÜ;935
HÖÇVAN BUCAĞI HASKÖY KÖYÜ;935
KÖPRÜBAŞI MAH.;935
KÖPRÜCÜK KÖYÜ;935
LEHİMLİ KÖYÜ;935
MERKEZ MAH.;935
MEZRA MAH.;935
NEBİOĞLU KÖYÜ;935
ORTA MAH.;935
OTBİÇEN KÖYÜ;935
ÖMERAĞA KÖYÜ;935
SAMANBEYLİ KÖYÜ;935
TAŞLIDERE KÖYÜ;935
TAZEKÖY KÖYÜ;935
TUNÇOLUK KÖYÜ;935
YENİ MAH.;935
YUKARI MAH.;935
YUKARIKURTOĞLU KÖYÜ;935
AÇIKYAZI KÖYÜ;1367
AĞZIPEK KÖYÜ;1367
ALAGÖZ KÖYÜ;1367
ALTAŞ KÖYÜ;1367
AŞAĞI MAH.;1367
BALIKÇILAR KÖYÜ;1367
BÜYÜKSÜTLÜCE KÖYÜ;1367
ÇAMLIÇATAK KÖYÜ;1367
ÇAMLIÇATAK MÜCAVİR MAH.;1367
ÇATALDERE KÖYÜ;1367
ÇERME MAH.;1367
ÇİFTLİK MAH.;1367
DEĞİRMENLİ KÖYÜ;1367
DERE MAH.;1367
GÖLGELİ KÖYÜ;1367
GÜZÇİMENİ KÖYÜ;1367
GÜZELYURT KÖYÜ;1367
KARTALPINAR KÖYÜ;1367
KARTALPINAROSB MAH.;1367
KAZLIKÖY KÖYÜ;1367
KIZILKİLİSE MAH.;1367
KOCAKÖY KÖYÜ;1367
KÜÇÜKSÜTLÜCE KÖYÜ;1367
MEŞEDİBİ KÖYÜ;1367
ORTAGEÇİT KÖYÜ;1367
ORTAGEÇİT MÜCAVİR MAH.;1367
OVAPINAR KÖYÜ;1367
ÖLÇEK KÖYÜ;1367
SARIYAMAÇ KÖYÜ;1367
SUGÖZE KÖYÜ;1367
SUGÖZE MÜCAVİR DIŞI MAH.;1367
SULAKYURT KÖYÜ;1367
SULAKYURT MÜCAVİR DIŞI MAH.;1367
ŞEHİRYOLU MAH.;1367
TEPESUYU KÖYÜ;1367
TULUMBA MAH.;1367
YAYLACIK KÖYÜ;1367
YAYLACIK MAH.;1367
YAYLACIK MÜCAVİR DIŞI MAH.;1367
YOKUŞDİBİ KÖYÜ;1367
YUKARI MAH.;1367
AKYAKA KÖYÜ;2326
ARDIÇDERE KÖYÜ;2326
BAĞDAŞEN KÖYÜ;2326
ÇATALKÖPRÜ KÖYÜ;2326
ÇEĞİLLİ KÖYÜ;2326
ÇETİNSU KÖYÜ;2326
ÇİMENKAYA KÖYÜ;2326
DAĞEVİ KÖYÜ;2326
DEDEGÜL KÖYÜ;2326
DERİNDERE KÖYÜ;2326
EDEGÜL KÖYÜ;2326
HASKÖY KÖYÜ;2326
KIRAÇ KÖYÜ;2326
TEPELER KÖYÜ;2326
UZUNOVA KÖYÜ;2326
YANLIZÇAM KÖYÜ;2326
AKBALLI KÖYÜ;1367
ALABALIK KÖYÜ;1367
ALKÖY KÖYÜ;1367
ARILI KÖYÜ;1367
ARMUTVEREN KÖY YAYLASI MAH.;1367
ARMUTVEREN KÖYÜ;1367
ASMAKONAK KÖYÜ;1367
ASMAKONAK YAYLASI MAH.;1367
AŞAĞI MAH.;1367
AŞIKÜZEYİR KÖY YAYLALARI MAH.;1367
AŞIKÜZEYİR KÖYÜ;1367
AŞIKZÜLALİ KÖYÜ;1367
BALGÖZÜ KÖYÜ;1367
BAYKENT KÖYÜ;1367
BİNBAŞIEMİNBEY KÖYÜ;1367
BİNBAŞIEMİNBEY KÖYÜ YAYLA EVLERİ MAH.;1367
CADEZE MAH.;1367
CAMİ MAH.;1367
CUMATEL MAH.;1367
ÇAKIRKOÇ KÖYÜ;1367
ÇAMBELİ KÖYÜ;1367
ÇAMYAZI KÖYÜ;1367
ÇAYIRÇİMEN KÖYÜ;1367
DAMALA MAH.;1367
DEMİRDÖVER KÖYÜ;1367
DERİNDERE KÖYÜ;1367
DERİNDERE YAYLASI MAH.;1367
DERİNSU MAH.;1367
DOĞRULAR KÖYÜ;1367
ERİM KÖYÜ;1367
GÖNÜLAÇAN KÖYÜ;1367
GÖNÜLAÇAN KÖYÜ YAYLASI MAH.;1367
GÜMÜŞKAVAK KÖYÜ;1367
GÜNBATAN KÖYÜ;1367
GÜNBATAN ÜZERİ-UREMA MAH.;1367
GÜNLÜCE KÖYÜ;1367
GÜRARMUT KÖYÜ;1367
HURGEŞEN MAH.;1367
İNCEDERE KÖYÜ;1367
KALEÖNÜ KÖYÜ;1367
KALEÖNÜ KÖYÜ YAYLALARI MAH.;1367
KALKANKAYA KÖYÜ;1367
KAPAN MAH.;1367
KAYADİBİ MAH.;1367
KAYINLI KÖYÜ;1367
KIR MAH.;1367
KIRKÖY KÖYÜ;1367
KISA MAH.;1367
KIŞLA YAYLASI MAH.;1367
KOLKÖY KÖYÜ;1367
KOPUZLU KÖYÜ;1367
KUMLUKOZ KÖYÜ;1367
KUMLUKOZ MAH.;1367
KURŞUNÇAVUŞ KÖYÜ;1367
MARZOLAT MAH.;1367
MERKEZ MAH.;1367
ORTA MAH.;1367
ÖZBAŞI KÖYÜ;1367
SARIÇİÇEK KÖYÜ;1367
SARIDARI KÖYÜ;1367
SAVAŞIR KÖYÜ;1367
SEKENE MAH.;1367
SÖĞÜTLÜKAYA KÖYÜ;1367
SÖĞÜTLÜKAYA KÖYÜ YAYLALARI MAH.;1367
SÜNGÜLÜ KÖYÜ;1367
SÜTOLUK KÖYÜ;1367
SÜTOLUK YAYLA EVLERİ MAH.;1367
TAŞKIRAN KÖYÜ;1367
TİKAS MAH.;1367
TÜRGÖZÜ KÖYÜ;1367
TÜRKGÖZÜ MAH.;1367
UĞURCA KÖY YAYLALARI MAH.;1367
UĞURCA KÖYÜ;1367
ULUÇAM KÖYÜ;1367
YAYLA EVİ MAH.;1367
YAYLA EVLERİ MAH.;1367
YAYLA MAH.;1367
YAYLAALTI KÖYÜ;1367
YENİKÖY KÖYÜ;1367
YOLAĞZI KÖYÜ;1367
YUKARI MAH.;1367
YURTBAŞI KÖYÜ;1367
YURTBEKLER KÖYÜ;1367
MERKEZ MAH.;1972
MERKEZ MAH.;149
AFET EVLERİ MAH.;1367
AĞAGİL MAH.;1367
AĞAGİLİN MAH.;1367
AHALT MAH.;1367
AHMET KAYAGİL MAH.;1367
AKARSU KÖYÜ;1367
ALİAĞAGİL MAH.;1367
ALİGİL MAH.;1367
ANAÇLI KÖYÜ;1367
ARKİM MAH.;1367
AŞAĞI CAMİ MAH.;1367
AŞAĞI MAĞNAR MAH.;1367
AŞAĞI MAH.;1367
AŞAĞI ŞUVAT MAH.;1367
AŞAĞI YAYLA MEVKİİ MAH.;1367
AŞAĞIIRMAKLAR KÖYÜ;1367
AŞIKLAR KÖYÜ;1367
AVCILAR KÖYÜ;1367
AYDINKÖY KÖYÜ;1367
AYVAZLAR MAH.;1367
BADEMLİ MAH.;1367
BAĞLAR MAH.;1367
BAĞLICA KÖYÜ;1367
BAĞLIK MAH.;1367
BAHÇELİEVLER MAH.;1367
BALLI KÖYÜ;1367
BANTALUĞ MAH.;1367
BAŞAKLAR MAH.;1367
BAŞYİĞİTGİL MAH.;1367
BATAK MAH.;1367
BAYRAMGİL MAH.;1367
BEKİRGİL MAH.;1367
BERATLI KÖYÜ;1367
BEREKET KÖYÜ;1367
BEYİN DÜZÜ MAH.;1367
BORGAMA MAH.;1367
BOYALI KÖYÜ;1367
BULANIK KÖYÜ;1367
BÜYÜK DÜZ MAH.;1367
BÜYÜK YAYLA MAH.;1367
CAMANDAR MAH.;1367
CAMANGELET MAH.;1367
CAMİ MAH.;1367
CAMİLİ MAH.;1367
CEVİZLİK KÖYÜ;1367
CUĞO MAH.;1367
CUMHURİYET MAH.;1367
ÇAKILLAR KÖYÜ;1367
ÇAKIZAR MAH.;1367
ÇATMALIK YAYLASI MAH.;1367
ÇAVUŞ ALİGİL MAH.;1367
ÇAYAĞZI MAH.;1367
ÇEVRELİK MAH.;1367
ÇINARDİBİ MAH.;1367
ÇIRALAR KÖYÜ;1367
DALAHET YAYLASI MAH.;1367
DEMİRCİ MAH.;1367
DERE MAH.;1367
DEREBAĞLAR MAH.;1367
DİKMEN YAYLASI MAH.;1367
DORİK MAH.;1367
DÜZ MAH.;1367
EFEKÖY MAH.;1367
EKŞİNAR KÖYÜ;1367
EMİN AĞAGİL MAH.;1367
FERHATLI KÖYÜ;1367
GARABAN MAH.;1367
GARBELET MAH.;1367
GEÇİTLİ KÖYÜ;1367
GİZELT MAH.;1367
GOMOZOR YAYLASI MAH.;1367
GONARA MAH.;1367
GORPOTA MAH.;1367
GOZİROT MAH.;1367
GÖKÇE KÖYÜ;1367
GÖLBAŞI MAH.;1367
GÜLÇAYIR MAH.;1367
GÜLEŞ KÖYÜ;1367
GÜLÜGÜRT MAH.;1367
GÜMÜŞHANE KÖYÜ;1367
HACİGİL MAH.;1367
HAMİTGİL MAH.;1367
HAMURLU KÖYÜ;1367
HARKBAŞI MAH.;1367
HARMANLI KÖYÜ;1367
HAS MAH.;1367
HASBAHÇE MAH.;1367
HASMENLAT MAH.;1367
HİSARLI KÖYÜ;1367
HORHOT MAH.;1367
HOŞATGİL MAH.;1367
HÜRRİYET MAH.;1367
İMEDEGİL MAH.;1367
İNCİLLİ KÖYÜ;1367
İSOT MAH.;1367
KADIGİL MAH.;1367
KADİRAĞAGİL MAH.;1367
KALTDESE MAH.;1367
KANALT MEZRASI MAH.;1367
KANSALİYA MAH.;1367
KAPIKÖY KÖYÜ;1367
KARAGÖL YAYLASI MAH.;1367
KARLI KÖYÜ;1367
KAŞIKÇI KÖYÜ;1367
KAVLAKLI MAH.;1367
KAYADIBI MAH.;1367
KAYAGİL MAH.;1367
KIŞLA MAH.;1367
KIZILCIK KÖYÜ;1367
KİLLİT MEZRASI MAH.;1367
KİRAZLI MAH.;1367
KOCAGET MAH.;1367
KOLBAŞI MAH.;1367
KONAKLI KÖYÜ;1367
KONAKLI YAYLASI MAH.;1367
KÖPRÜBAŞI MAH.;1367
KURUDAT MAH.;1367
KUTLU KÖYÜ;1367
KUTUL MAH.;1367
KUZEY MAH.;1367
KÜNYE MAH.;1367
KÜRDEVAN YAYLASI MAH.;1367
